Na              Mg              Al              Si              P               S               Cl              Ar
86.336180  	184.332273  	133.983279 	 222.876013 	 635.975307  	345.597110 	 383.876581  	397.702742 
24.398958  	42.424145 	 28.607331 	 72.405071 	 180.513806  	106.894156 	 118.767601  	126.437368 
6.895246 	 9.763933 	 6.108071 	 23.522021 	 51.236634 	 33.062662 	 36.745516  	40.196877 
1.948625 	 2.247173 	 1.304160 	 7.641529 	 14.542891 	 10.226374 	 11.368698  	12.779362 
0.550689 	 0.517188 	 0.278457 	 2.482481 	 4.127822 	 3.163046 	 3.517362 	 4.062806 
0.155627 	 0.119031 	 0.059454 	 0.806476 	 1.171632 	 0.978339 	 1.088237 	 1.291644 
0.043981 	 0.027395 	 0.012694 	 0.261998 	 0.332553 	 0.302603 	 0.336690 	 0.410639 
1.902174 	 1.822390 	 38.467497 	 45.746892 	 55.706954 	 63.546100 	 77.779577  	10.054096 
0.762683 	 0.684182 	 9.079408 	 11.227286 	 13.878548 	 16.023875 	 19.576299 	 4.456528 
0.305800 	 0.256863 	 2.142995 	 2.755421 	 3.457631 	 4.040603 	 4.927148 	 1.975378 
0.122611 	 0.096435 	 0.505807 	 0.676240 	 0.861417 	 1.018884 	 1.240111 	 0.875596 
0.049161 	 0.036205 	 0.119385 	 0.165964 	 0.214609 	 0.256923 	 0.312123 	 0.388112 
13.224919 	 6.491104 	 15.604294 	 12.961918 	 15.725920 	 17.787941 	 20.131474  	22.797455 
3.418644 	 2.048807 	 4.762967 	 2.810770 	 3.522654 	 4.170908 	 4.909666 	 5.770279 
0.883720 	 0.646671 	 1.453821 	 0.609511 	 0.789085 	 0.977993 	 1.197370 	 1.460519 
0.228442 	 0.204111 	 0.443756 	 0.132171 	 0.176758 	 0.229319 	 0.292015 	 0.369673 
2.682661 	 2.667018 	 1.867749 	 2.584156 	 3.353072 	 3.895639 	 4.997096 	 5.915528 
0.645994 	 0.237331 	 0.413588 	 0.628890 	 0.814023 	 1.017971 	 1.195450 	 1.371509 
0.214407 	 0.212396 	 0.308735 	 0.532589 	 0.624289 	 0.693729 	 0.830367 	 1.588712 
